peak_id,peak_name,elevation_ft,summit_lat,summit_lon,nearest_city,trailhead_name,trailhead_lat,trailhead_lon
915,Ruffner Mountain,13074,38.0073949,-107.8830736,,,,
916,Iron Mountain,12608,37.9877649,-107.8661643,,,,
917,Middle Peak,13022,37.855238,-108.1125434,,,,
918,Cameron Peak,12083,40.624778,-105.8947235,,,,
919,Mummy Mountain,13330,40.4751891,-105.6236243,,,,
920,Terra Tomah Mountain,12667,40.3765138,-105.748437,,,,
921,Pagoda Mountain,13163,40.2493047,-105.6262588,,,,
922,Sawtooth Mountain,12251,40.1269906,-105.6254444,,,,
923,Chalk Mountain,12011,39.3706493,-106.2000242,,,,
924,Bald Eagle Mountain,11877,39.2519268,-106.4341193,,,,
925,Sievers Mountain,12690,39.1156323,-106.9449042,,,,
926,Smuggler Mountain,11896,39.1460602,-106.7315848,,,,
927,Mount Bethel,12621,39.7099144,-105.8785694,,,,
928,Sherman Mountain,12254,39.7197029,-105.7491623,,,,
929,Pendleton Mountain,12251,39.6823651,-105.7513848,,,,
930,Lenawee Mountain,13123,39.6299475,-105.8550197,,,,
931,Glacier Mountain,12323,39.562606,-105.8782922,,,,
932,Sheep Mountain,12477,39.4996071,-105.8796599,,,,
933,Endlich Mesa,12454,37.5140763,-107.5973787,,,,
934,Graham Peak,12438,37.497218,-107.3761543,,,,
935,Sheep Mountain,11801,38.7323149,-107.376207,,,,
936,Jarosa Mesa,12057,37.9258254,-107.2250431,,,,
937,Silver Mountain,13333,37.8770686,-107.8313584,,,,
938,Flattop Mountain,12093,37.7457377,-107.9482848,,,,
939,Graysill Mountain,12359,37.6759747,-107.8706358,,,,
940,North Eolus,13747,37.6254409,-107.6210325,,,,
941,West Silver Mesa,12569,37.5814736,-107.6281538,,,,
942,Calf Creek Plateau,12644,38.126227,-107.2070515,,,,
943,Sunshine Mountain,12923,38.0011143,-107.5118432,,,,
944,Double Top,12152,38.8866528,-106.8390035,,,,
945,Palmer Mesa,12320,37.8753797,-106.7059813,,,,
946,Snowshoe Mountain,11975,37.7498259,-106.9010481,,,,
947,Table Mountain,11903,37.9994623,-106.7711385,,,,
948,Handkerchief Mesa,11814,37.4905569,-106.6491972,,,,
949,Hogback Mesa,12257,37.5019108,-106.5770364,,,,
950,Little Baldy Mountain,12792,38.0032254,-105.5850182,,,,
951,Napoleon Peak,11831,37.3739753,-105.1687779,,,,
952,Mount Columbia,14075,38.9038441,-106.2974478,,,,
953,Mount Axtell,12018,38.8378919,-107.0366828,,,,
954,Tabeguache Peak,14158,38.6256209,-106.2506089,,,,
955,Crestone Needle,14196,37.9646991,-105.5767188,,,,
956,Crestone Peaks,13970,37.9668399,-105.5853471,,,,
957,Rowe Peak,13360,40.4904179,-105.6454193,,,,
958,Mount Democrat,14154,39.3394723,-106.1398604,,,,
959,Maroon Bells,14163,39.070673,-106.9888603,,,,
960,Mount Blue Sky,14268,39.5881224,-105.6437272,,,,
961,Sunshine Peak,14004,37.9227181,-107.4255595,,,,
962,Red Mountain,12743,37.978653,-107.3335503,,,,
963,Pikes Peak,14109,38.8405839,-105.0449035,,,,
964,Kit Carson Mountain,14167,37.9796989,-105.6026169,,,,
965,Little Bear Peak,14041,37.5665804,-105.4972025,,,,
966,Baker Mountain,12316,40.3815788,-105.9064798,,,,
967,Specimen Mountain,12346,40.4445688,-105.8085034,,,,
968,Thatchtop,12635,40.2791449,-105.6530498,,,,
969,Flattop Mountain,12300,40.3087194,-105.690079,,,,
970,Taylor Peak,13114,40.2746682,-105.6807858,,,,
971,Snowdrift Peak,12172,40.3103706,-105.7430317,,,,
972,Longs Peak,14259,40.2548614,-105.6162397,,,,
973,Storm Peak,13241,40.2655339,-105.6205485,,,,
974,Chiefs Head Peak,13435,40.2490788,-105.6411682,,,,
975,Tanima Peak,12306,40.2194067,-105.6610639,,,,
976,Ouzel Peak,12671,40.1856493,-105.6710414,,,,
977,Copeland Mountain,13058,40.1819398,-105.6463611,,,,
978,Thunderbolt Peak,11880,40.1073811,-105.6688818,,,,
979,Mount Albion,12536,40.0389004,-105.6170423,,,,
980,State Line Peak,12858,36.9962929,-105.2965133,,,,
981,Headwaters Hill,11808,38.3477709,-106.2530695,,,,
982,Atlantic Peak,13760,39.4136091,-106.1257999,,,,
983,La Garita Peak,13632,37.9177869,-106.8414447,,,,
984,Meridian Peak,12339,39.767562,-106.3850405,,,,
985,Columbia Point,13885,37.9790009,-105.5981187,,,,
986,Mount Jasper,12854,39.994655,-105.6831568,,,,
987,Mount Cosgriff,13550,39.097296,-106.4258507,,,,
988,Mount Blaurock,13553,39.0113478,-106.4537136,,,,
989,Ervin Peak,13389,39.0038147,-106.4385641,,,,
990,Chief Cheley Peak (not official),12648,40.3672065,-105.7741756,,,,
991,Cronin Peak,13698,38.6554103,-106.2834426,,,,
992,American Peak,13589,37.8994199,-107.5124755,,,,
993,Mount Mahler,12418,40.4715786,-105.9089858,,,,
994,Spanish Peaks,13524,37.3756226,-104.9936848,,,,
995,Spencer Peak,13005,37.7721823,-107.7028746,,,,
996,Braddock Peak,11946,40.4799772,-105.9129391,,,,
997,Hilliard Peak,13228,39.0242105,-106.9096509,,,,
998,Lavender Peak,13051,37.4415075,-108.0810183,,,,
999,Leahy Peak,13205,39.042016,-106.8380678,,,,
1000,Lomo Liso Mountain,13058,37.1718187,-105.1736048,,,,
1001,Kuss Peak,13537,39.2899746,-106.1816221,,,,
1002,Bridal Peak,13402,37.8777031,-107.7660133,,,,
1003,Buffalo Peaks,13287,38.9919922,-106.1244277,,,,
1004,Gannett Peak (not official),13110,39.18753,-106.475576,,,,
1005,Boskoff Peak,12999,37.855484,-108.0311094,,,,
1006,Fowler Peak,13294,37.856894,-108.0116894,,,,
